Company,Item,Calories,"Calories from
Fat","Total Fat
(g)","Saturated Fat
(g)","Trans Fat
(g)","Cholesterol
(mg)","Sodium 
(mg)","Carbs
(g)","Fiber
(g)","Sugars
(g)","Protein
(g)","Weight Watchers
Pnts"
Wendy’s,"Dr Pepper, Small",120.00,,0.00,0.00,0.00,0.00,35.00,33.00,0.00,32.00,0.00,152.00
Wendy’s,"Fanta Orange, Large",430.00,,0.00,0.00,0.00,0.00,110.00,117.00,0.00,115.00,0.00,545.00
Wendy’s,"Fanta Orange, Medium",340.00,,0.00,0.00,0.00,0.00,85.00,94.00,0.00,92.00,0.00,432.00
Wendy’s,"Fanta Orange, Small",210.00,,0.00,0.00,0.00,0.00,55.00,59.00,0.00,58.00,0.00,268.00
Wendy’s,"Hi-C Flashin’ Fruit Punch, Large",420.00,,0.00,0.00,0.00,0.00,140.00,115.00,0.00,113.00,0.00,533.00
Wendy’s,"Hi-C Flashin’ Fruit Punch, Medium",340.00,,0.00,0.00,0.00,0.00,115.00,92.00,0.00,90.00,0.00,430.00
Wendy’s,"Hi-C Flashin’ Fruit Punch, Small",210.00,,0.00,0.00,0.00,0.00,70.00,58.00,0.00,56.00,0.00,266.00
Wendy’s,"Honest Tropical Green Tea, Large",110.00,,0.00,0.00,0.00,0.00,55.00,29.00,0.00,29.00,0.00,139.00
Wendy’s,"Honest Tropical Green Tea, Medium",90.00,,0.00,0.00,0.00,0.00,40.00,22.00,0.00,22.00,0.00,112.00
Wendy’s,"Honest Tropical Green Tea, Small",60.00,,0.00,0.00,0.00,0.00,25.00,14.00,0.00,14.00,0.00,74.00
Wendy’s,Hot Tea,0.00,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
Wendy’s,"Limeade, Large",460.00,,0.00,0.00,0.00,0.00,55.00,117.00,0.00,111.00,0.00,571.00
Wendy’s,"Limeade, Medium",380.00,,0.00,0.00,0.00,0.00,45.00,98.00,0.00,93.00,0.00,473.00
Wendy’s,"Limeade, Small",230.00,,0.00,0.00,0.00,0.00,30.00,59.00,0.00,56.00,0.00,286.00
Wendy’s,"Minute Maid Light Lemonade, Large",15.00,,0.00,0.00,0.00,0.00,10.00,2.00,0.00,0.00,0.00,15.00
Wendy’s,"Minute Maid Light Lemonade, Medium",10.00,,0.00,0.00,0.00,0.00,10.00,1.00,0.00,0.00,0.00,10.00
Wendy’s,"Minute Maid Light Lemonade, Small",5.00,,0.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,0.00,5.00
Wendy’s,"Mocha Iced Coffee, Medium",210.00,,8.00,5.00,0.00,25.00,40.00,32.00,0.00,28.00,3.00,240.00
Wendy’s,"Mocha Iced Coffee, Small",170.00,,6.00,3.50,0.00,20.00,30.00,28.00,0.00,25.00,2.00,197.00
Wendy’s,"Pear Berry Fruit Tea, Large",320.00,,0.00,0.00,0.00,0.00,60.00,82.00,0.00,76.00,0.00,396.00
Wendy’s,"Pear Berry Fruit Tea, Medium",300.00,,0.00,0.00,0.00,0.00,50.00,76.00,0.00,70.00,0.00,370.00
Wendy’s,"Pear Berry Fruit Tea, Small",170.00,,0.00,0.00,0.00,0.00,30.00,44.00,0.00,40.00,0.00,210.00
Wendy’s,"Skinny Vanilla Iced Coffee, Medium",100.00,,8.00,5.00,0.00,25.00,45.00,14.00,0.00,0.00,3.00,102.00
Wendy’s,"Skinny Vanilla Iced Coffee, Small",70.00,,5.00,3.50,0.00,15.00,30.00,6.00,0.00,0.00,2.00,72.00
Wendy’s,"Small Sprite, Small",200.00,,0.00,0.00,0.00,0.00,90.00,53.00,0.00,53.00,0.00,253.00
Wendy’s,"Sprite, Large",390.00,,0.00,0.00,0.00,0.00,180.00,105.00,0.00,105.00,0.00,495.00
Wendy’s,"Sprite, Medium",310.00,,0.00,0.00,0.00,0.00,140.00,84.00,0.00,84.00,0.00,394.00
Wendy’s,"Strawberry Lemonade, Large",480.00,,0.00,0.00,0.00,0.00,55.00,121.00,0.00,114.00,0.00,594.00
Wendy’s,"Strawberry Lemonade, Medium",380.00,,0.00,0.00,0.00,0.00,45.00,98.00,0.00,92.00,0.00,472.00
Wendy’s,"Strawberry Lemonade, Small",230.00,,0.00,0.00,0.00,0.00,30.00,58.00,0.00,54.00,0.00,284.00
Wendy’s,"Strawberry Sweet Tea, Large",270.00,,0.00,0.00,0.00,0.00,15.00,69.00,0.00,67.00,0.00,337.00
Wendy’s,"Strawberry Sweet Tea, Medium",240.00,,0.00,0.00,0.00,0.00,15.00,60.00,0.00,59.00,0.00,299.00
Wendy’s,"Strawberry Sweet Tea, Small",140.00,,0.00,0.00,0.00,0.00,10.00,36.00,0.00,35.00,0.00,175.00
Wendy’s,"Strawberry Tea, Large",90.00,,0.00,0.00,0.00,0.00,20.00,22.00,0.00,20.00,0.00,110.00
Wendy’s,"Strawberry Tea, Medium",60.00,,0.00,0.00,0.00,0.00,15.00,16.00,0.00,14.00,0.00,74.00
Wendy’s,"Strawberry Tea, Small",45.00,,0.00,0.00,0.00,0.00,10.00,11.00,0.00,10.00,0.00,55.00
Wendy’s,"Sweetened Iced Tea, Large",300.00,,0.00,0.00,0.00,0.00,25.00,77.00,0.00,75.00,0.00,375.00
Wendy’s,"Sweetened Iced Tea, Medium",220.00,,0.00,0.00,0.00,0.00,20.00,58.00,0.00,56.00,0.00,276.00
Wendy’s,"Sweetened Iced Tea, Small",160.00,,0.00,0.00,0.00,0.00,10.00,41.00,0.00,40.00,0.00,200.00
Wendy’s,"Vanilla Iced Coffee, Medium",250.00,,8.00,5.00,0.00,25.00,40.00,42.00,0.00,39.00,3.00,291.00
Wendy’s,"Vanilla Iced Coffee, Small",170.00,,6.00,3.50,0.00,20.00,30.00,28.00,0.00,26.00,2.00,198.00
Wendy’s,"Classic Chocolate Frosty, Junior",200.00,,5.00,3.00,0.00,20.00,90.00,33.00,0.00,27.00,6.00,224.00
Wendy’s,"Classic Chocolate Frosty, Large",590.00,,15.00,10.00,0.50,60.00,260.00,99.00,0.00,81.00,17.00,664.00
Wendy’s,"Classic Chocolate Frosty, Medium",470.00,,12.00,8.00,0.50,50.00,210.00,79.00,0.00,65.00,13.00,530.00
Wendy’s,"Classic Chocolate Frosty, Small",350.00,,9.00,6.00,0.00,35.00,150.00,58.00,0.00,47.00,10.00,393.00
Wendy’s,"Vanilla Frosty, Junior",190.00,,5.00,3.50,0.00,25.00,90.00,32.00,0.00,27.00,5.00,216.00
Wendy’s,"Vanilla Frosty, Large",570.00,,15.00,10.00,0.50,70.00,260.00,94.00,0.00,78.00,15.00,643.00
Wendy’s,"Vanilla Frosty, Medium",450.00,,12.00,8.00,0.50,55.00,210.00,75.00,0.00,63.00,12.00,509.00
Wendy’s,"Vanilla Frosty, Small",340.00,,9.00,6.00,0.00,45.00,160.00,56.00,0.00,47.00,9.00,384.00
Wendy’s,Chocolate Chunk Cookie,310.00,,16.00,8.00,0.00,20.00,210.00,40.00,2.00,24.00,3.00,339.00
Wendy’s,Double Chocolate Chunk Cookie,290.00,,14.00,7.00,0.00,20.00,230.00,39.00,4.00,21.00,4.00,314.00
Wendy’s,Sugar Cookie,330.00,,16.00,8.00,0.00,25.00,300.00,43.00,1.00,24.00,3.00,359.00
Wendy’s,Kids 2 Piece Chicken Tenders,200.00,,10.00,1.50,0.00,45.00,620.00,13.00,0.00,0.00,15.00,187.00
Wendy’s,Kids 4 Piece Chicken Nuggets,170.00,,11.00,2.00,0.00,35.00,340.00,10.00,0.00,0.00,9.00,163.00
Wendy’s,Kids Cheeseburger,280.00,,13.00,6.00,0.50,50.00,540.00,25.00,1.00,5.00,15.00,276.00
Wendy’s,Kids Grilled Chicken Wrap,270.00,,10.00,3.50,0.00,55.00,640.00,24.00,2.00,3.00,20.00,257.00
Wendy’s,Kids Hamburger,240.00,,9.00,3.50,0.50,40.00,350.00,24.00,1.00,5.00,13.00,236.00
Wendy’s,Artisan Egg Sandwich with Bacon,320.00,,17.00,8.00,0.00,245.00,750.00,25.00,1.00,4.00,18.00,314.00
Wendy’s,Artisan Egg Sandwich with Sausage,480.00,,33.00,13.00,0.00,275.00,980.00,27.00,1.00,4.00,21.00,476.00
Wendy’s,Bacon Breakfast Bowl,510.00,,28.00,9.00,0.00,245.00,1390.00,44.00,4.00,2.00,19.00,502.00
Wendy’s,Biggie Breakfast Sandwich,610.00,,40.00,15.00,0.00,290.00,1400.00,37.00,2.00,7.00,27.00,605.00
Wendy’s,Fresh-Baked Biscuit with Applewood Smoked Bacon,410.00,,24.00,13.00,0.00,235.00,970.00,34.00,1.00,5.00,15.00,413.00
Wendy’s,Fresh Baked Biscuit with Natural Sausage,590.00,,41.00,19.00,0.00,270.00,1270.00,36.00,1.00,6.00,20.00,595.00
Wendy’s,Gravy and Sausage Bowl,450.00,,22.00,6.00,0.00,220.00,1260.00,50.00,4.00,2.00,12.00,446.00
Wendy’s,Honey Butter Chicken Biscuit,500.00,,26.00,12.00,0.00,50.00,1120.00,48.00,1.00,9.00,19.00,502.00
Wendy’s,Sausage and Egg Burrito,360.00,,20.00,8.00,0.00,210.00,920.00,29.00,1.00,2.00,17.00,353.00
Wendy’s,Sausage and Gravy Biscuit,490.00,,29.00,14.00,0.00,20.00,1400.00,49.00,2.00,6.00,8.00,502.00
Wendy’s,Sausage Biscuit,480.00,,33.00,15.00,0.00,50.00,1010.00,35.00,1.00,5.00,12.00,488.00
Wendy’s,Sausage Breakfast Bowl,640.00,,42.00,14.00,0.00,270.00,1540.00,46.00,4.00,3.00,21.00,636.00
Wendy’s,"Seasoned Home-Style Potatoes, Large",360.00,,13.00,2.50,0.00,0.00,1080.00,57.00,6.00,1.00,5.00,359.00
Wendy’s,"Seasoned Home-Style Potatoes, Medium",250.00,,9.00,1.50,0.00,0.00,750.00,39.00,4.00,1.00,4.00,249.00
Wendy’s,"Seasoned Home-Style Potatoes, Small",230.00,,8.00,1.50,0.00,0.00,680.00,35.00,4.00,0.00,3.00,229.00
Wendy’s,Two Sausage and Egg Burritos,720.00,,41.00,16.00,0.00,420.00,1830.00,59.00,2.00,5.00,34.00,707.00
Wendy’s,Two Sausage Biscuits,960.00,,65.00,31.00,0.00,95.00,2020.00,70.00,3.00,10.00,23.00,978.00
KFC,Limited Time Cinnabon Dessert  Biscuits,290.00,,13.00,7.00,0.00,<5,580.00,40.00,2.00,17.00,4.00,310.00
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Breast,390.00,,21.00,4.00,0.00,120.00,1190.00,11.00,2.00,0.00,39.00,355.00
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Limited Time Drumstick,130.00,,8.00,1.50,0.00,55.00,430.00,4.00,1.00,0.00,12.00,119.50
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Thigh,280.00,,19.00,4.50,0.00,100.00,910.00,8.00,1.00,0.00,19.00,265.50
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Whole Wing,130.00,,8.00,2.00,0.00,55.00,380.00,3.00,0.00,0.00,10.00,122.00
KFC,Chicken Breast,770.00,,60.00,10.00,0.00,105.00,1530.00,21.00,1.00,1.00,35.00,746.00
KFC,Chicken Drumstick,250.00,,21.00,3.50,0.00,50.00,530.00,6.00,1.00,0.00,11.00,242.50
KFC,Chicken Thigh,500.00,,40.00,7.00,0.00,100.00,970.00,11.00,1.00,1.00,22.00,486.00
KFC,Chicken Whole Wing,290.00,,25.00,4.00,0.00,45.00,520.00,6.00,1.00,1.00,10.00,285.00
KFC,Breast,260.00,,12.00,3.00,0.00,130.00,790.00,1.00,0.00,0.00,38.00,225.00
KFC,Drumstick,100.00,,6.00,1.50,0.00,55.00,260.00,0.00,0.00,0.00,11.00,90.50
KFC,Thigh,180.00,,12.00,3.50,0.00,90.00,470.00,0.00,0.00,0.00,17.00,166.50
KFC,Whole Wing,90.00,,6.00,1.50,0.00,45.00,210.00,1.00,0.00,0.00,9.00,82.50
KFC,Breast,540.00,,40.00,7.00,0.00,100.00,1390.00,14.00,2.00,1.00,31.00,517.00
KFC,Drumstick,190.00,,14.00,2.50,0.00,40.00,510.00,6.00,1.00,0.00,9.00,183.50
KFC,Thigh,390.00,,32.00,6.00,0.00,65.00,900.00,12.00,2.00,1.00,13.00,384.00
KFC,Whole Wing,180.00,,15.00,2.50,0.00,35.00,450.00,5.00,1.00,0.00,8.00,174.50
KFC,EXTRA CRISPY  Chicken Breast,530.00,,35.00,6.00,0.00,105.00,1150.00,18.00,0.00,0.00,35.00,501.00
KFC,EXTRA CRISPY  Chicken Drumstick,170.00,,12.00,2.00,0.00,50.00,390.00,5.00,0.00,0.00,10.00,162.00
KFC,EXTRA CRISPY  Chicken Thigh,330.00,,23.00,4.50,0.00,100.00,700.00,9.00,0.00,0.00,22.00,312.50
KFC,EXTRA CRISPY  Chicken Whole Wing,170.00,,13.00,2.00,0.00,45.00,340.00,5.00,0.00,0.00,10.00,162.00
KFC,KENTUCKY GRILLED CHICKEN Breast,210.00,,7.00,2.00,0.00,130.00,710.00,0.00,0.00,0.00,38.00,174.00
KFC,KENTUCKY GRILLED CHICKEN Drumstick,80.00,,4.00,1.00,0.00,55.00,220.00,0.00,0.00,0.00,11.00,70.00
KFC,KENTUCKY GRILLED CHICKEN Thigh,150.00,,9.00,3.00,0.00,90.00,420.00,0.00,0.00,0.00,17.00,136.00
KFC,KENTUCKY GRILLED CHICKEN Whole Wing,70.00,,3.00,1.00,0.00,45.00,180.00,0.00,0.00,0.00,9.00,62.00
KFC,SPICY CRISPY CHICKEN Breast,350.00,,20.00,3.50,0.00,100.00,1100.00,11.00,1.00,0.00,30.00,323.50
KFC,SPICY CRISPY CHICKEN Drumstick,130.00,,8.00,1.50,0.00,40.00,420.00,5.00,1.00,0.00,9.00,122.50
KFC,SPICY CRISPY CHICKEN Thigh,270.00,,20.00,3.50,0.00,65.00,720.00,10.00,1.00,0.00,13.00,260.50
KFC,SPICY CRISPY CHICKEN Whole Wing,120.00,,8.00,1.50,0.00,35.00,350.00,5.00,0.00,0.00,7.00,114.50
KFC,EXTRA CRISPY  Tender (each),260.00,,14.00,2.00,0.00,50.00,610.00,15.00,<1,0.00,19.00,243.00
KFC,EXTRA CRISPY  Tender (each),220.00,,16.00,2.50,0.00,25.00,460.00,9.00,<1,0.00,10.00,212.50
KFC,KENTUCKY FRIED WINGS Buffalo,100.00,,7.00,1.50,0.00,20.00,310.00,3.00,0.00,0.00,5.00,96.50
KFC,KENTUCKY FRIED WINGS Honey BBQ,100.00,,6.00,1.00,0.00,20.00,210.00,8.00,0.00,4.00,5.00,100.00
KFC,KENTUCKY FRIED WINGS Nashville Hot,130.00,,11.00,2.00,0.00,20.00,230.00,4.00,0.00,0.00,5.00,127.00
KFC,KENTUCKY FRIED WINGS Unsauced,80.00,,6.00,1.00,0.00,20.00,150.00,3.00,0.00,0.00,5.00,76.00
KFC,POPCORN NUGGETS Kids,290.00,,19.00,2.50,0.00,30.00,870.00,19.00,1.00,0.00,13.00,279.50
KFC,POPCORN NUGGETS Large,620.00,,39.00,5.00,0.00,65.00,1820.00,39.00,2.00,0.00,27.00,598.00
KFC,BBQ Baked Beans,190.00,,1.00,0.00,0.00,0.00,650.00,34.00,7.00,15.00,11.00,194.00
KFC,Biscuit,180.00,,8.00,4.50,0.00,0.00,520.00,22.00,1.00,1.00,4.00,181.50
KFC,Coleslaw,170.00,,12.00,2.00,0.00,<5,180.00,14.00,4.00,10.00,1.00,181.00
KFC,Corn on the Cob,70.00,,0.50,0.00,0.00,0.00,0.00,17.00,2.00,3.00,2.00,71.00
KFC,Green Beans,25.00,,0.00,0.00,0.00,0.00,300.00,5.00,3.00,1.00,1.00,25.00
KFC,KFC® Cornbread Muffin,210.00,,9.00,1.50,0.00,35.00,240.00,28.00,<1,11.00,3.00,219.50
KFC,Macaroni & Cheese,140.00,,6.00,1.50,0.00,<5,590.00,17.00,1.00,2.00,5.00,138.50
KFC,Macaroni Salad,140.00,,8.00,1.00,0.00,15.00,290.00,14.00,0.00,9.00,1.00,149.00
KFC,Mashed Potatoes,110.00,,3.50,0.50,0.00,0.00,330.00,17.00,1.00,0.00,2.00,108.50
KFC,Mashed Potatoes With Gravy,130.00,,4.50,1.00,0.00,0.00,520.00,20.00,1.00,0.00,3.00,128.00
KFC,Potato Salad,340.00,,28.00,4.50,0.00,25.00,290.00,19.00,2.00,3.00,2.00,345.50
KFC,Secret Recipe Fries,320.00,,15.00,2.00,0.00,0.00,1100.00,41.00,3.00,0.00,5.00,317.00
KFC,Sweet Kernel Corn,70.00,,0.50,0.00,0.00,0.00,0.00,16.00,2.00,2.00,2.00,70.00
KFC,BBQ Baked Beans (Family),830.00,,5.00,1.00,0.00,0.00,2810.00,148.00,31.00,63.00,47.00,847.00
KFC,Coleslaw (Family),640.00,,46.00,7.00,0.00,15.00,670.00,54.00,14.00,37.00,4.00,680.00
KFC,Corn on the Cob (Family),280.00,,2.00,0.00,0.00,0.00,15.00,67.00,8.00,11.00,9.00,282.00
KFC,Green Beans (Family),80.00,,0.00,0.00,0.00,0.00,930.00,15.00,9.00,3.00,4.00,79.00
KFC,Macaroni & Cheese (Family),540.00,,23.00,6.00,0.00,10.00,2220.00,66.00,5.00,8.00,18.00,536.00
KFC,Macaroni Salad (Family),480.00,,28.00,3.50,0.00,55.00,990.00,50.00,0.00,30.00,3.00,510.50
KFC,Mashed Potatoes (Family),460.00,,15.00,3.00,0.00,0.00,1410.00,72.00,6.00,0.00,9.00,454.00
KFC,Mashed Potatoes With Gravy (Family),590.00,,21.00,5.00,0.00,0.00,2590.00,88.00,6.00,1.00,12.00,584.00
KFC,Potato Salad (Family),1200.00,,98.00,16.00,0.00,80.00,1010.00,65.00,8.00,12.00,8.00,1220.00
KFC,Secret Recipe Fries (Family),840.00,,40.00,5.00,0.00,0.00,2890.00,108.00,9.00,0.00,13.00,832.00
KFC,Sweet Kernel Corn (Family),280.00,,2.50,0.00,0.00,0.00,10.00,67.00,7.00,8.00,10.00,278.00
KFC,Chicken Littles,300.00,,15.00,2.50,0.00,30.00,620.00,27.00,1.00,3.00,14.00,291.50
KFC,Chicken Littles – Buffalo,310.00,,17.00,2.50,0.00,30.00,790.00,27.00,1.00,3.00,14.00,301.50
KFC,Chicken Littles – Honey BBQ,320.00,,15.00,2.50,0.00,30.00,680.00,31.00,1.00,7.00,14.00,315.50
KFC,Chicken Littles – Nashville Hot,340.00,,19.00,3.00,0.00,30.00,680.00,27.00,1.00,3.00,14.00,332.00
KFC,Classic Chicken Sandwich,650.00,,35.00,4.50,0.00,90.00,1260.00,49.00,1.00,6.00,34.00,626.50
KFC,Crispy Colonel’s Sandwich,470.00,,24.00,3.50,0.00,60.00,1170.00,39.00,<1,4.00,24.00,453.50
KFC,Crispy Colonel’s Sandwich – Buffalo,500.00,,27.00,4.00,0.00,60.00,1500.00,39.00,<1,4.00,24.00,484.00
KFC,Crispy Colonel’s Sandwich – Honey BBQ,510.00,,25.00,3.50,0.00,60.00,1290.00,48.00,<1,12.00,24.00,501.50
KFC,Crispy Colonel’s Sandwich – Nashville Hot,540.00,,32.00,4.50,0.00,60.00,1290.00,40.00,<1,5.00,24.00,525.50
KFC,Crispy Twister®,630.00,,34.00,7.00,0.00,70.00,1260.00,53.00,4.00,3.00,28.00,612.00
KFC,Honey BBQ Sandwich,350.00,,3.50,0.50,0.00,55.00,1350.00,55.00,2.00,22.00,24.00,348.50
KFC,Spicy Chicken Sandwich,620.00,,33.00,4.00,0.00,85.00,2140.00,49.00,1.00,6.00,34.00,596.00
KFC,Chicken Pot Pie,720.00,,41.00,25.00,0.00,80.00,1750.00,60.00,7.00,5.00,26.00,724.00
KFC,KFC® Famous Bowl,740.00,,35.00,6.00,0.00,45.00,2350.00,81.00,6.00,2.00,26.00,722.00
KFC,KFC® Famous Bowl – Snack Size,270.00,,14.00,3.50,0.00,20.00,850.00,27.00,2.00,1.00,11.00,263.50
KFC,Caesar Side Salad,40.00,,2.00,1.00,0.00,5.00,90.00,2.00,1.00,1.00,3.00,39.00
KFC,House Side Salad,15.00,,0.00,0.00,0.00,0.00,10.00,3.00,2.00,2.00,1.00,16.00
KFC,Heinz Buttermilk Dressing,160.00,,17.00,2.00,0.00,10.00,220.00,1.00,0.00,1.00,0.00,163.00
KFC,Hidden Valley The Original Ranch Fat Free Dressing,35.00,,0.00,0.00,0.00,0.00,410.00,8.00,0.00,2.00,1.00,36.00
KFC,KFC® Creamy Parmesan Caesar Dressing,260.00,,26.00,5.00,0.00,15.00,540.00,4.00,0.00,2.00,2.00,265.00
KFC,Marzetti Light Italian Dressing,15.00,,0.50,0.00,0.00,0.00,510.00,2.00,0.00,1.00,0.00,16.00
KFC,Parmesan Garlic Croutons,60.00,,3.00,0.00,0.00,0.00,135.00,8.00,<1,0.00,2.00,58.00
KFC,Apple Turnover,230.00,,10.00,2.50,0.00,0.00,140.00,32.00,<1,12.00,2.00,242.50
KFC,Café Valley Chocolate Chip Cake (1 Slice),300.00,,15.00,3.00,0.00,50.00,260.00,39.00,1.00,27.00,4.00,326.00
KFC,Café Valley Lemon Cake (1 Slice),220.00,,10.00,2.00,0.00,30.00,170.00,30.00,0.00,20.00,2.00,240.00
KFC,Café Valley Mini Chocolate Chip Cake,300.00,,12.00,2.50,0.00,40.00,190.00,49.00,1.00,35.00,3.00,334.50
KFC,Café Valley Mini Lemon Cake,300.00,,13.00,2.50,0.00,50.00,230.00,43.00,0.00,31.00,3.00,330.50
KFC,Chocolate Chip Cookie,120.00,,6.00,3.00,0.00,<5,70.00,18.00,1.00,12.00,1.00,134.00
KFC,Oreo Cookies and Crème Pie,270.00,,13.00,8.00,0.00,<5,210.00,35.00,1.00,24.00,3.00,299.00
KFC,Reese’s Peanut Butter Pie,300.00,,17.00,9.00,0.00,<5,270.00,33.00,1.00,22.00,5.00,326.00
KFC,BBQ – Dipping Sauce Cup,45.00,,0.00,0.00,0.00,0.00,150.00,11.00,0.00,11.00,0.00,56.00
KFC,Colonel’s Buttery Spread,35.00,,4.00,1.50,0.00,0.00,35.00,0.00,0.00,0.00,0.00,36.50
KFC,Grape Jelly Packet,35.00,,0.00,0.00,0.00,0.00,10.00,9.00,0.00,7.00,0.00,42.00
KFC,Honey Mustard – Dipping Sauce Cup,110.00,,9.00,1.50,0.00,<5,120.00,6.00,0.00,6.00,0.00,117.50
KFC,Honey Sauce Packet,30.00,,0.00,0.00,0.00,0.00,0.00,8.00,0.00,5.00,0.00,35.00
KFC,Ketchup,30.00,,0.00,0.00,0.00,0.00,250.00,8.00,0.00,6.00,0.00,36.00
KFC,KFC Sauce – Dipping Sauce Cup,90.00,,8.00,1.50,0.00,10.00,170.00,5.00,0.00,5.00,0.00,96.50
KFC,Lemon Juice Packet,5.00,,0.00,0.00,0.00,0.00,20.00,1.00,0.00,0.00,0.00,5.00
KFC,Ranch – Dipping Sauce Cup,130.00,,14.00,2.50,0.00,10.00,240.00,2.00,0.00,1.00,0.00,133.50
KFC,Strawberry Jam Packet,35.00,,0.00,0.00,0.00,0.00,0.00,9.00,0.00,6.00,0.00,41.00
KFC,Capri Sun® 100% Juice Fruit Punch,80.00,,0.00,0.00,0.00,0.00,25.00,21.00,0.00,20.00,0.00,100.00
KFC,Chocolate Milk 1%,150.00,,2.50,1.50,0.00,10.00,170.00,26.00,0.00,23.00,7.00,167.50
KFC,Milk 1%,90.00,,2.00,1.50,0.00,10.00,105.00,10.00,0.00,10.00,7.00,94.50
KFC,Musselman’s™ Applesauce,45.00,,0.00,0.00,0.00,0.00,0.00,12.00,1.00,8.00,0.00,53.00
KFC,7UP® (12 fl oz),140.00,,0.00,0.00,0.00,0.00,50.00,35.00,0.00,35.00,0.00,175.00
KFC,7UP® (16 fl oz),190.00,,0.00,0.00,0.00,0.00,70.00,46.00,0.00,46.00,0.00,236.00
KFC,7UP® (20 fl oz),240.00,,0.00,0.00,0.00,0.00,85.00,58.00,0.00,58.00,0.00,298.00
KFC,7UP® (30 fl oz),350.00,,0.00,0.00,0.00,0.00,125.00,87.00,0.00,87.00,0.00,437.00
KFC,Classic Lemonade (1/2 Gallon),880.00,,0.00,0.00,0.00,0.00,780.00,234.00,0.00,228.00,0.00,1108.00
KFC,Classic Lemonade (20 fl oz),140.00,,0.00,0.00,0.00,0.00,130.00,39.00,0.00,38.00,0.00,178.00
KFC,Code Red Mountain Dew® (12 fl oz),170.00,,0.00,0.00,0.00,0.00,50.00,46.00,0.00,46.00,0.00,216.00
KFC,Code Red Mountain Dew® (16 fl oz),230.00,,0.00,0.00,0.00,0.00,65.00,62.00,0.00,62.00,0.00,292.00
KFC,Code Red Mountain Dew® (20 fl oz),290.00,,0.00,0.00,0.00,0.00,85.00,77.00,0.00,77.00,0.00,367.00
KFC,Code Red Mountain Dew® (30 fl oz),430.00,,0.00,0.00,0.00,0.00,125.00,116.00,0.00,115.00,0.00,545.00
KFC,Diet Dr Pepper® (12 fl oz),0.00,,0.00,0.00,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00
KFC,Diet Dr Pepper® (16 fl oz),0.00,,0.00,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00
KFC,Diet Dr Pepper® (20 fl oz),0.00,,0.00,0.00,0.00,0.00,120.00,0.00,0.00,0.00,0.00,0.00
KFC,Diet Dr Pepper® (30 fl oz),0.00,,0.00,0.00,0.00,0.00,180.00,0.00,0.00,0.00,0.00,0.00
KFC,Diet Mist Twst® (12 fl oz),0.00,,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00
KFC,Diet Mist Twst® (16 fl oz),0.00,,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00
KFC,Diet Mist Twst® (20 fl oz),0.00,,0.00,0.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00
KFC,Diet Mist Twst® (30 fl oz),5.00,,0.00,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,5.00
KFC,Diet Mountain Dew® (12 fl oz),0.00,,0.00,0.00,0.00,0.00,55.00,1.00,0.00,0.00,0.00,0.00
KFC,Diet Mountain Dew® (16 fl oz),5.00,,0.00,0.00,0.00,0.00,75.00,1.00,0.00,0.00,0.00,5.00
KFC,Diet Mountain Dew® (20 fl oz),10.00,,0.00,0.00,0.00,0.00,90.00,1.00,0.00,1.00,0.00,11.00
KFC,Diet Mountain Dew® (30 fl oz),10.00,,0.00,0.00,0.00,0.00,140.00,1.00,0.00,1.00,0.00,11.00
KFC,Diet Pepsi® (12 fl oz),0.00,,0.00,0.00,0.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00
KFC,Diet Pepsi® (16 fl oz),0.00,,0.00,0.00,0.00,0.00,75.00,0.00,0.00,0.00,0.00,0.00
KFC,Diet Pepsi® (20 fl oz),0.00,,0.00,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00
KFC,Diet Pepsi® (30 fl oz),0.00,,0.00,0.00,0.00,0.00,140.00,0.00,0.00,0.00,0.00,0.00
KFC,Diet Pepsi® Wild Cherry Pepsi® (12 fl oz),0.00,,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00
KFC,Diet Pepsi® Wild Cherry Pepsi® (16 fl oz),0.00,,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00
KFC,Diet Pepsi® Wild Cherry Pepsi® (20 fl oz),0.00,,0.00,0.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00
KFC,Diet Pepsi® Wild Cherry Pepsi® (30 fl oz),0.00,,0.00,0.00,0.00,0.00,95.00,0.00,0.00,0.00,0.00,0.00
KFC,Dr Pepper® (12 fl oz),140.00,,0.00,0.00,0.00,0.00,45.00,39.00,0.00,38.00,0.00,178.00
